revenue,outcalls,incalls,months,eqpdays,webcap,marryyes,travel,pcown,creditcd,retcalls,churndep
68.98,21,12.67,9,55,1,1,0,0,1,0,0
95.78,66.67,14,23,175,1,0,0,0,1,0,0
36.17,24.33,2.33,41,391,1,0,0,0,1,0,0
34.22,23,0,11,75,1,0,0,0,1,0,0
76.96,5.33,0,18,101,1,1,0,0,1,0,0
115.85,44,2.67,35,243,1,1,0,0,1,0,0
10.68,9,2,12,117,1,1,0,1,1,0,0
72.37,42.67,3.67,26,200,1,0,0,0,1,0,0
42.44,34.33,17.33,17,78,1,0,0,0,0,0,0
32.53,12,12.67,30,312,1,1,0,0,1,0,0
54.18,24.67,4,14,96,1,1,0,0,1,0,0
465.82,203.67,87.33,27,36,1,0,0,0,1,0,0
34.71,5.67,3.33,19,167,1,1,0,0,1,0,0
420.39,221,36.67,45,118,1,0,0,0,1,0,0
83.64,12,4.67,30,129,1,0,0,0,0,0,0
49.22,57,3.67,19,152,1,1,0,0,1,0,0
49.99,58.33,3.33,30,264,1,0,0,0,1,0,0
17.54,98.33,76.67,7,181,1,0,0,0,0,0,0
79.51,43.67,13.33,18,35,1,0,0,0,0,0,0
91.65,183.67,55.33,12,190,1,0,0,1,1,0,0
30.26,3.33,1.67,32,301,1,1,0,1,1,0,0
58.61,2,0,40,52,0,0,0,0,0,0,0
85.26,90,36,14,56,1,0,0,0,0,0,0
64.3,59.33,36.33,7,110,1,1,0,0,1,0,0
40.24,8,0,8,36,1,0,0,0,1,0,0
30.26,2,5.67,8,64,1,0,0,0,1,0,0
35.07,15.67,0,18,145,1,0,0,0,1,0,0
36.51,55.67,14.67,42,334,1,1,0,0,0,0,0
37.85,7.33,0,24,204,1,0,0,0,1,0,0
69.85,106.67,58.33,12,222,1,1,0,1,1,0,0
77.35,43.67,22,11,93,1,1,0,0,1,0,0
107.09,32.33,2,17,62,1,1,0,0,1,0,0
39.27,23.33,12.33,14,136,1,1,0,0,1,0,0
131.81,49,28,28,125,1,0,0,0,0,0,0
45.17,17,22,53,563,1,0,1,0,1,0,0
41.61,62,19.67,10,114,1,0,0,0,1,0,0
55.53,54,15.67,11,97,1,0,0,0,1,0,0
91.84,67.67,12,24,181,1,0,0,0,1,0,0
94.18,49,16.67,19,38,1,0,0,0,0,0,0
109.86,192,19.67,25,195,1,1,0,0,1,0,0
27.32,48.33,8.33,13,126,1,1,0,0,1,0,0
69.97,61.33,6,20,145,1,0,1,1,1,0,0
73.35,26,6,41,359,1,1,0,1,1,0,0
170.97,28,12.33,25,106,1,1,0,0,1,0,0
54.41,62,12.33,20,181,1,0,0,0,1,0,0
28.38,0,0,26,234,1,0,0,0,1,0,0
114.23,23.33,6.67,13,26,1,1,0,1,1,0,0
58.84,25.33,7,15,108,1,1,0,1,1,0,0
37.2,60.67,7.67,19,175,1,1,0,0,1,0,0
44.08,6.67,2.33,40,369,1,0,0,0,1,0,0
49.75,13,1,11,58,1,1,0,0,1,0,0
159.52,56.67,15.33,32,97,1,0,0,0,0,0,0
49.99,66.33,15.67,18,72,1,0,0,0,0,0,0
45.3,14.33,1.67,20,158,1,1,0,0,1,0,0
39.23,6,0.33,35,316,1,0,0,0,1,0,0
53.5,0.33,0,15,92,1,0,0,0,1,0,0
183.57,0,0,36,168,1,1,0,0,1,0,0
69.02,19.33,4,12,56,1,0,0,0,1,0,0
101.36,82,71,21,215,1,0,0,0,0,0,0
30.24,22.33,3.33,14,14,1,0,0,0,0,0,0
49.32,20,8.67,21,82,1,0,0,0,0,0,0
37.82,37,11.67,9,82,1,0,0,0,1,0,0
74.72,99.33,48,24,205,1,0,0,0,0,0,0
34.34,49.67,37,15,225,1,0,0,0,1,0,0
21.5,82,41.67,20,305,1,0,0,0,1,0,0
45.76,43,0,23,183,1,1,0,0,1,0,0
33.24,5.67,0,40,270,1,0,0,0,0,0,0
31.9,1,0,28,147,1,0,0,0,0,0,0
65.24,47,4.67,29,238,1,1,0,1,1,0,0
60.34,138.33,59.33,33,451,1,0,0,1,1,0,0
30.18,5.67,0.67,32,295,1,0,0,0,1,0,0
48.36,21,3.33,23,190,1,1,0,1,1,0,0
98.26,62,56.33,30,176,0,0,0,0,1,0,0
287.99,43.33,14.33,44,180,1,1,0,1,1,0,0
128.48,91.67,35,24,209,1,1,1,1,1,0,0
25.64,21,0,28,256,1,0,1,0,1,0,0
40.24,4.67,0.33,33,190,1,0,0,0,0,0,0
50.19,5.67,0,25,198,1,1,1,1,1,0,0
90.37,39.33,30.33,21,205,1,1,0,0,1,0,0
59.43,3.67,0.33,9,23,1,0,0,1,1,0,0
54.58,6.67,0,28,31,0,1,0,1,1,0,0
55.21,4,1.33,13,72,1,0,0,1,1,0,0
35.09,4,0.33,8,39,1,1,0,0,1,0,0
86.19,8,0.67,37,285,1,1,0,1,1,0,0
106.3,62,2.33,23,123,1,0,0,0,1,0,0
90.7,63.67,38,11,124,1,1,0,0,1,0,0
54.62,12,0,50,452,1,0,0,0,1,0,0
65.37,44.67,2.67,11,44,1,1,0,0,1,0,0
39.57,4,0.33,9,44,1,1,0,1,1,0,0
61.59,4.67,0,34,278,1,1,1,1,1,0,0
79.52,24.67,32.33,21,222,1,0,0,0,1,0,0
91.78,25.33,12.67,16,97,1,0,0,0,1,0,0
51.33,13,0,23,175,1,1,0,0,1,0,0
79.26,114.67,51.33,7,32,1,0,0,0,0,0,0
38.24,16.33,0.67,22,78,1,1,1,0,0,0,0
51.35,40.33,16.67,24,133,1,0,0,0,0,0,0
26.61,30.67,6,7,54,1,0,0,0,1,0,0
147.34,53.67,25.67,17,86,1,0,0,0,1,0,0
122.45,47.67,8.33,27,164,1,0,0,0,1,0,0
13.25,14.33,0.33,31,300,1,1,0,1,1,0,0
99.58,15.33,6,14,47,1,0,0,0,1,0,0
34.43,7.33,3,23,202,1,1,0,0,1,0,0
35.31,0,0,7,26,1,0,0,1,1,0,0
36.78,24,2,38,249,1,0,0,0,0,0,0
56.78,9.67,5.67,21,62,1,0,0,0,0,0,0
68.44,24.33,19.33,14,121,1,0,0,0,1,0,0
66.72,28,6.67,16,105,1,1,0,0,1,0,0
47.51,3.67,0,17,116,1,1,0,0,1,0,0
72.92,42.67,21,16,39,1,0,0,0,0,0,0
58.85,76,18.67,27,264,1,0,0,0,1,0,0
50.73,18.67,2.33,32,275,1,1,0,1,1,0,0
91.49,47.67,5.33,22,136,1,0,0,0,1,0,0
57.45,0,0,17,105,1,0,0,1,1,0,0
33.66,13.33,11.67,27,270,1,1,0,0,1,0,0
49.73,26,8.33,7,35,1,1,0,1,1,0,0
140.5,63,24,24,160,1,0,0,0,1,0,0
36.61,5.67,1.33,10,59,1,0,0,1,1,0,0
84.13,23.33,10.67,11,46,1,1,0,0,1,0,0
69.99,10,1.67,11,34,1,1,0,0,1,0,0
55.6,22.33,2.67,20,146,1,0,0,0,1,0,0
34.48,12.67,0.33,34,307,1,0,0,1,1,0,0
17.59,0,0,14,117,1,0,0,0,1,0,0
45.41,7.67,2,20,155,1,1,1,1,1,0,0
62.26,24,2.33,21,148,1,0,0,1,1,0,0
69.02,57.67,4.33,35,189,1,0,0,0,0,0,0
10.55,48.33,28.67,23,305,1,0,0,0,1,0,0
23.74,69.33,23.33,22,264,1,1,0,0,1,0,0
148.06,44,61,19,212,1,1,0,0,1,0,0
64.03,176,45.33,8,39,1,0,0,0,0,0,0
38.35,0,0,16,12,1,0,0,0,0,0,0
40.84,29.67,9.67,20,80,1,0,0,0,0,0,0
39.78,10,11.67,25,139,1,1,0,0,0,0,0
85.04,74.33,62.33,12,109,1,0,0,0,0,0,0
52.83,9.33,0,22,161,1,0,0,0,1,0,0
57.58,9,1,12,55,1,0,0,0,1,0,0
21.54,0,0.33,17,144,1,0,0,0,1,0,0
227.96,228.67,11,29,76,1,0,0,0,1,0,0
49.99,14.67,2,9,35,1,0,0,0,1,0,0
60.02,11,2,28,221,1,0,0,0,1,0,0
120.96,100.67,30.33,20,55,1,0,0,0,0,0,0
42.37,1.67,1.67,30,157,1,0,0,0,0,0,0
141.89,63.67,24.33,21,127,1,0,0,0,1,0,0
56.37,9.67,22,15,48,1,0,0,0,0,0,0
12.23,23,7,9,91,1,0,0,0,1,0,0
76.9,106,75.67,8,219,1,0,0,0,1,0,0
47.78,157,75,9,259,1,0,0,0,1,0,0
38.25,7.33,0.67,19,147,1,1,0,0,1,0,0
56.29,22,10,9,52,1,1,0,0,1,0,0
58.37,23.33,18.33,17,158,1,0,0,1,1,0,0
77.75,57,39,9,14,1,0,0,0,0,0,0
151.14,86.67,16,31,195,1,0,0,0,1,0,0
46.84,21.67,12.67,19,174,1,0,0,0,1,0,0
67.45,12,0.33,11,31,1,0,0,0,1,0,0
44.83,11.33,1.67,25,102,1,0,0,0,0,0,0
10.1,9,0.33,10,83,1,0,0,0,1,0,0
29.99,11,0.33,12,82,1,0,0,1,1,0,0
25.19,21.67,6.33,8,64,1,0,0,0,1,0,0
108.66,46.33,5.33,29,85,1,1,0,1,0,0,0
68.95,12,0.67,35,279,1,1,0,0,1,0,0
65.13,4,0.67,32,252,1,0,0,0,1,0,0
73.47,117,60.33,6,52,1,0,0,0,0,0,0
97.36,13.67,5.33,23,35,1,0,0,0,0,0,0
111.72,18.67,0.67,26,139,1,1,0,0,1,0,0
101.3,38,16.33,48,426,1,1,0,0,1,0,0
108.47,23.33,7,24,141,1,1,0,0,1,0,0
109.89,67,30.33,10,65,1,0,0,0,1,0,0
104.56,21,21,41,261,1,0,0,0,0,0,0
49.83,11.67,7,22,81,1,0,0,0,0,0,0
54.41,56.33,16,19,175,1,0,0,0,1,0,0
68.57,30,15.67,20,66,1,0,0,0,0,0,0
102.98,61.33,11.67,19,6,1,0,0,0,0,0,0
68.99,3.33,0,10,17,1,1,0,1,1,0,0
17.4,8.33,1,34,325,1,0,0,0,1,0,0
41.21,17,1,15,102,1,1,0,0,1,0,0
45.07,26.67,13,17,155,1,1,0,0,1,0,0
69.08,13.67,1,24,62,1,0,0,0,0,0,0
108.81,28.33,8,11,8,1,0,0,0,1,0,0
56.33,16,1,19,24,1,0,0,0,0,0,0
186.49,73.67,76.33,10,18,1,0,0,0,0,0,0
108.23,11.67,26.67,21,169,1,0,1,0,1,0,0
69.51,57,12,44,405,1,0,0,1,1,0,0
72.04,33,1,12,37,1,0,0,0,1,0,0
90.48,16,2,34,248,1,1,0,0,1,0,0
54.36,63.67,12.33,13,101,1,1,0,0,1,0,0
70.89,68.33,26.67,6,54,1,0,0,0,1,0,0
53.66,40,17,35,344,1,1,0,1,1,0,0
86.32,98,8,26,85,1,0,0,0,0,0,0
29.99,2.67,0,24,204,1,1,0,0,1,0,0
56.24,66,16.67,15,30,1,0,0,0,0,0,0
37.16,5,0,21,165,1,1,0,0,1,0,0
62.92,0,0,24,168,1,1,1,1,1,0,0
227.88,211,129,11,143,1,0,0,0,0,0,0
93.79,47,16.33,16,101,1,0,0,0,1,0,0
85.07,24.33,2.33,19,99,1,0,0,0,1,0,0
17.89,3.67,0,38,362,1,1,0,0,1,0,0
58.74,11,8,33,290,1,1,0,0,1,0,0
30,8.33,1.33,25,218,1,1,0,0,1,0,0
34.99,1,0,10,53,1,1,0,0,1,0,0
40.89,208.33,70,22,281,1,0,0,0,0,0,0
67.53,15.33,0,19,8,1,0,0,0,0,0,0
71.98,55,22,33,215,1,0,0,0,0,0,0
76.16,25.67,3.67,24,164,1,0,0,0,1,0,0
153.36,28,32.33,21,136,1,1,0,0,1,0,0
137.31,42.67,8,47,349,1,1,0,0,1,0,0
35.97,8.67,2,17,130,1,0,0,0,1,0,0
137.36,58.67,0.33,32,170,1,1,0,1,1,0,0
254.5,31.67,139.67,15,187,1,0,0,0,0,0,0
89.7,70.33,32,18,70,1,0,0,0,0,0,0
132.3,85,36.67,11,68,1,0,0,0,1,0,0
35.36,8,0.33,25,208,1,0,1,0,1,0,0
86.97,62.33,12.67,8,13,1,0,0,0,1,0,0
101.06,39,21.33,19,138,1,0,0,0,1,0,0
45,20.33,19.33,44,452,1,1,0,0,1,0,0
89.92,87.67,15.67,30,144,1,0,0,0,0,0,0
50.89,8,0,25,87,1,0,0,0,0,0,0
91.49,18,1,31,108,1,0,0,0,0,0,0
81.87,60,25,25,232,1,1,0,0,1,0,0
74.33,54.33,5.67,13,57,1,0,0,0,1,0,0
49.99,41.67,28,25,173,1,1,0,0,0,0,0
35.99,24.67,8.67,35,233,1,0,0,0,0,0,0
57.54,23,0,27,203,1,0,0,0,1,0,0
41.68,17.67,5.67,17,31,1,0,0,0,0,0,0
57,56.33,21,12,9,1,0,0,0,0,0,0
36.18,53.33,31,7,113,1,0,0,0,1,0,0
35.34,48.33,5,21,180,1,0,0,1,1,0,0
68.74,61.67,57.67,14,38,0,1,0,0,1,0,0
50.59,4.67,0.67,7,5,1,0,0,1,1,0,0
35.31,7.33,0.67,25,208,1,0,0,0,1,0,0
98.21,36.67,21.33,8,26,1,1,0,0,1,0,0
33.53,3,0,36,219,1,0,0,0,0,0,0
63.98,31.33,7.67,9,32,1,1,0,0,1,0,0
33.78,2.67,0,16,114,1,0,0,0,1,0,0
37.16,10.33,1.67,7,22,1,1,0,1,1,0,0
108.89,97,44.33,13,33,1,0,0,0,0,0,0
19.48,0,0,15,119,1,1,0,0,1,0,0
66.22,7.67,2.33,9,13,1,0,0,0,1,0,0
47.88,43.33,11.67,11,82,1,0,0,1,1,0,0
67.71,25,3.33,11,35,1,0,0,0,1,0,0
105.13,45,9,31,116,1,0,0,0,0,0,0
37.77,13.67,1.67,18,135,1,0,0,0,1,0,0
38.94,4,2,21,63,1,0,0,0,0,0,0
106.26,139.67,87,8,216,1,0,0,0,1,0,0
56.62,23.33,7.33,25,204,1,0,0,0,1,0,0
64.89,31.67,14.33,27,237,1,0,0,0,1,0,0
51.25,9.33,1.67,37,317,1,1,1,1,1,0,0
131.79,21,17.33,23,29,1,0,0,0,0,0,0
76.23,93.33,31.33,10,100,1,1,0,0,1,0,0
33.76,0.67,0,21,165,1,0,0,0,1,0,0
47.66,10,1,18,19,1,0,0,0,0,0,0
106.83,92,47,9,1,1,0,0,0,0,0,0
65.41,87.33,11.67,8,31,1,0,0,0,1,0,0
21.77,38.33,14.33,12,128,1,0,0,1,1,0,0
30.25,7.67,12,43,433,1,0,0,0,1,0,0
107.53,24,4.67,22,6,1,0,0,0,0,0,0
97.3,17,8.67,11,18,1,0,1,0,1,0,0
72.12,71.67,38.33,10,125,1,0,0,0,1,0,0
68.35,4.33,0.67,28,201,1,1,0,0,1,0,0
69.89,71.33,40.67,9,21,1,0,0,0,0,0,0
58.71,32.33,7.33,24,190,1,0,0,0,1,0,0
63.72,16.33,1.33,37,301,1,1,0,1,1,0,0
89.95,42.33,16,37,317,1,1,0,0,1,0,0
59.64,0,0,9,11,1,1,0,0,1,0,0
68.62,42,12.33,23,81,1,0,0,0,0,0,0
74.42,20,16.33,21,66,1,0,0,0,0,0,0
58.62,91.67,47.33,15,218,1,1,0,0,1,0,0
130.09,33.33,4,22,81,1,1,0,1,1,0,0
69.56,24.67,6.67,14,72,1,1,0,0,1,0,0
265.43,35.33,43.67,27,106,1,1,0,0,1,0,0
110.8,57,30,14,98,1,0,0,0,1,0,0
40.5,11.33,1.33,13,77,1,0,0,1,1,0,0
38.48,4.67,0.67,40,357,1,0,0,0,1,0,0
33.06,29.33,2.33,18,37,1,0,0,0,0,0,0
65.22,41.33,20.67,36,244,1,0,0,0,0,0,0
55.28,4,1.67,12,51,1,1,0,1,1,0,0
42.63,7,17.33,11,102,1,1,0,0,1,0,0
55.29,50.33,16.67,8,55,1,1,0,1,1,0,0
53.74,6.33,0,19,120,1,0,0,1,1,0,0
84.99,7.67,19.33,17,124,1,1,0,1,1,0,0
84.89,63,19,17,123,1,0,0,0,1,0,0
66.54,19.67,0.33,11,24,1,0,0,0,1,0,0
122.3,39,8,15,28,1,1,0,0,1,0,0
90.44,0.33,0.33,14,29,1,1,0,1,1,0,0
68.24,32,26.33,21,102,1,0,0,0,0,0,0
71.49,104,30.33,14,38,1,0,0,0,0,0,0
38.86,5,4,19,148,1,1,0,1,1,0,0
34.99,8.67,0.33,8,27,1,1,0,0,1,0,0
14,18.67,14,18,195,1,0,0,0,1,0,0
43.81,14,5.67,23,189,1,1,0,1,1,0,0
44.48,26.67,3,22,67,1,0,0,0,0,0,0
77.17,31,0,14,42,1,0,0,0,1,0,0
41.11,36.67,23.67,19,205,1,0,0,0,1,0,0
201.94,43.33,28.33,16,13,1,0,0,1,1,0,0
28.38,29.33,19.67,9,103,1,1,0,0,1,0,0
74.97,9.33,1.67,43,350,1,0,0,1,1,0,0
89.04,69.33,9.67,13,48,1,1,1,0,1,0,0
61.93,0.33,0,10,17,1,1,0,0,1,0,0
64.1,12.33,8.33,8,19,1,1,0,0,1,0,0
82.4,12.67,5,30,217,1,1,0,1,1,0,0
64.17,11.33,3.33,30,129,1,0,0,0,0,0,0
18.84,14.67,6.33,13,114,1,1,0,0,1,0,0
67.89,44,32.67,33,245,1,0,0,0,0,0,0
54.4,20,4.67,29,133,1,0,0,0,0,0,0
52.21,15,7,23,183,1,0,0,1,1,0,0
106.64,0,0,24,10,1,0,0,0,0,0,0
70.2,32.33,1.33,12,32,1,1,0,0,1,0,0
35.49,7.33,0.33,10,46,1,0,0,0,1,0,0
36.2,18.33,6.67,19,55,1,0,0,0,0,0,0
50.49,26,9.67,34,204,1,0,0,0,0,0,0
54.15,10.33,1,11,38,1,0,0,0,1,0,0
177.13,116,43,30,126,1,0,0,0,0,0,0
54.09,23.33,9.33,13,84,1,0,0,0,1,0,0
54.04,51.33,22,17,164,1,1,0,1,1,0,0
42.13,36.33,4,11,60,1,0,0,0,1,0,0
75.35,14.67,0,12,22,1,0,0,0,1,0,0
63.9,18,6,21,146,1,1,0,1,1,0,0
43.44,26.33,1,21,153,1,0,0,0,1,0,0
49.99,1.33,0,27,205,1,1,0,0,1,0,0
71.53,49.67,14,35,307,1,0,0,0,1,0,0
71.4,40.33,2,31,36,0,1,0,0,1,0,0
53.35,24,2.33,20,33,1,0,0,0,0,0,0
110.15,93,71.67,18,264,1,0,0,0,1,0,0
114.63,132,53.67,11,29,1,0,0,0,0,0,0
35.5,28.33,3.67,25,211,1,0,0,0,1,0,0
41.95,12.33,0.67,31,257,1,1,0,0,1,0,0
50.79,21.33,18,39,383,1,0,0,0,1,0,0
132.73,31,18.33,26,160,1,0,0,0,1,0,0
66.55,43.67,24.33,25,137,1,0,0,0,0,0,0
55.29,5,0,25,178,1,1,0,0,1,0,0
131.84,200,104,33,391,1,0,0,0,0,0,0
123.68,8,2,18,37,1,1,0,0,1,0,0
49.08,3.67,0,15,81,1,1,0,1,1,0,0
65.48,32.67,11.67,11,57,1,0,0,0,1,0,0
66.45,187,99,10,311,1,0,0,1,1,0,0
36.49,12,2.67,49,455,1,1,1,0,1,0,0
40.73,31.33,7,36,226,1,0,0,0,0,0,0
76.01,88.33,15.67,26,213,1,0,0,0,1,0,0
15.07,0,0,16,128,1,0,0,0,1,0,0
33.61,16,9.33,15,23,1,0,0,0,0,0,0
123.45,77.67,26.33,21,39,1,0,0,0,0,0,0
30.51,2,0,24,194,1,1,0,0,1,0,0
180.91,103.67,12.33,35,79,1,1,0,0,0,0,0
87.47,57.33,11,12,41,1,0,0,0,1,0,0
101.23,23.33,4.67,13,17,1,0,0,1,1,0,0
56.25,58.67,7,13,73,1,0,0,0,1,0,0
47.64,15,1.67,10,35,1,0,0,1,1,0,0
97.47,17,0.33,33,215,1,0,0,0,1,0,0
50.79,24,6,44,397,1,0,0,1,1,0,0
63.02,70.67,11.67,17,121,1,0,0,0,1,0,0
52.32,24,2.33,11,42,1,1,0,1,1,0,0
43.99,27.67,4.33,6,5,1,0,0,0,1,0,0
39.99,10,0,35,194,1,0,0,0,0,0,0
45.65,11,0.33,9,22,1,0,0,0,1,0,0
72.83,52,13,12,62,1,0,0,0,1,0,0
34.99,0,0,32,168,1,1,0,1,0,0,0
89.38,53,27,41,284,1,0,0,0,0,0,0
65.41,16,7.67,19,126,1,0,0,0,1,0,0
37.63,0,0,22,164,1,0,0,1,1,0,0
42.91,2.67,0,35,293,1,0,0,0,1,0,0
77.76,103.33,11.33,20,134,1,0,0,0,1,0,0
30.68,6.67,0,21,161,1,1,0,0,1,0,0
42.55,39.67,15.33,11,91,1,0,0,0,1,0,0
54.81,33,16.67,14,10,1,0,0,0,0,0,0
76,5,0,20,101,1,1,0,1,1,0,0
52.12,11.33,7.33,22,170,1,0,0,0,1,0,0
67.43,1.33,0,22,131,1,0,0,0,1,0,0
50.44,60,22.33,13,21,1,0,0,0,0,0,0
127.8,61.33,36,21,164,1,1,0,0,1,0,0
32.49,58.67,14.33,18,68,1,0,0,0,0,0,0
153.96,65,33.33,9,3,1,1,1,1,1,0,0
53.2,68,33.67,12,42,1,0,0,0,0,0,0
296.02,292.67,82,11,17,1,0,0,0,1,0,0
43.48,3,1.33,31,254,1,0,0,0,1,0,0
28.65,9.67,13.33,18,69,1,0,0,0,0,0,0
57,43.33,5,22,157,1,0,0,0,1,0,0
46.96,0,0,20,132,1,0,0,0,1,0,0
116.19,52.33,0,37,130,1,0,0,0,0,0,0
34.12,0,0,26,208,1,0,0,0,1,0,0
33.49,40,11,23,211,1,0,0,0,1,0,0
97.61,105,51.67,12,48,1,0,0,0,0,0,0
30.52,4,2.67,43,203,0,0,0,0,1,0,0
104.26,52,9,24,138,1,0,0,0,1,0,0
114.44,66.67,15.33,21,115,1,0,0,1,1,0,0
143.29,42.33,5.33,26,105,1,1,0,1,1,0,0
52.89,48,3.67,19,23,1,0,0,0,0,0,0
85.98,4.67,0.67,25,40,1,0,0,0,0,0,0
83.58,61.33,24.67,46,436,1,1,0,0,1,0,0
44.3,25,1,22,55,1,0,0,0,0,0,0
114.31,120,43.67,16,149,1,0,0,0,1,0,0
67.85,23.67,3.67,21,27,1,0,0,0,0,0,0
36.47,12.67,3.67,13,81,1,0,0,0,1,0,0
33.59,29.33,8,18,149,1,0,0,0,1,0,0
148.17,67,10,20,51,1,1,0,1,1,0,0
90.14,29,1,26,149,1,0,0,0,1,0,0
41.78,11.67,3.67,37,221,1,0,0,0,0,0,0
44.73,18,5.33,16,5,1,0,0,0,0,0,0
51.45,36.67,12,25,214,1,1,0,0,1,0,0
58.31,36.33,25,36,360,1,0,0,0,1,0,0
55.49,15.33,4.67,19,125,1,1,0,1,1,0,0
39.8,9,0,31,59,0,1,0,1,1,0,0
118.48,27.67,1.67,24,99,1,0,0,0,1,0,0
58.55,6.67,3,23,55,1,0,0,0,0,0,0
87.91,30.33,3.33,34,138,1,0,0,0,0,0,0
30.8,9.33,4,15,108,1,1,1,1,1,0,0
30,10.33,0.33,35,305,1,1,1,1,1,0,0
32.09,0.33,0,14,84,1,1,0,1,1,0,0
36.31,27,8,12,83,1,0,0,0,1,0,0
33.54,18.33,12,9,67,1,1,0,1,1,0,0
133.04,5.33,1.33,22,61,1,1,1,1,1,0,0
38.28,36.67,0,24,78,1,0,0,0,0,0,0
158.05,190,36,35,171,1,0,0,0,0,0,0
85.32,11.33,5.33,44,353,1,0,0,1,1,0,0
26.43,28.67,1.33,12,73,1,0,0,0,1,0,0
58.23,18.33,1.67,11,29,1,0,0,1,1,0,0
58.68,96.33,33.67,20,219,1,0,0,0,1,0,0
31.73,14.33,2,12,69,1,1,0,0,1,0,0
30.49,2.33,0.33,14,86,1,0,0,0,1,0,0
76.47,29.67,9,16,83,1,1,0,0,1,0,0
203.44,172.33,100,28,243,1,0,0,0,0,0,0
88.89,38.33,21.33,14,86,1,1,0,1,1,0,0
47.92,24.67,5.67,25,197,1,1,0,0,1,0,0
48.13,86.67,18.67,8,60,1,0,0,0,1,0,0
87.91,7,1.33,30,192,1,1,0,0,1,0,0
39.22,4,0.67,14,77,1,1,0,1,1,0,0
34.69,3.67,4,14,92,1,0,0,0,1,0,0
92.16,44.33,33,21,190,1,1,0,0,1,0,0
117.74,82.33,36.33,17,28,1,0,0,0,0,0,0
35.24,27.33,3.33,46,318,1,0,0,0,0,0,0
34.99,1.33,2,8,23,1,0,0,0,1,0,0
180.39,132.67,68.33,20,88,1,0,0,0,0,0,0
37.53,70,9.33,15,115,1,0,0,0,1,0,0
51.79,11.67,5.33,36,305,1,0,1,1,1,0,0
30.32,0,0,22,167,1,1,0,0,1,0,0
32.82,6.67,0.33,35,300,1,0,0,0,1,0,0
41.95,3,2,35,295,1,1,0,1,1,0,0
126.72,52,6.67,19,51,1,0,0,0,1,0,0
48.48,11.67,3.67,19,127,1,1,0,0,1,0,0
30,0,0,22,167,1,0,0,0,1,0,0
61.26,53,5.33,21,36,1,0,0,0,0,0,0
93.61,74.33,4.67,17,60,1,0,0,0,1,0,0
105.19,0,0,14,2,1,0,0,0,1,0,0
84.52,56,3.67,15,46,1,1,0,1,1,0,0
179.63,37.67,6.67,43,139,1,0,0,0,0,0,0
40.08,7.33,0.67,31,251,1,0,0,0,1,0,0
91.07,127,44,14,151,1,0,0,0,1,0,0
70.39,9.33,1,25,54,1,0,0,0,0,0,0
84.73,0,0,22,107,1,1,0,0,1,0,0
30,6.33,1.67,34,296,1,0,0,0,1,0,0
78.24,43.33,24.33,27,137,1,0,0,0,0,0,0
25.29,30.33,6,28,252,1,0,0,1,1,0,0
96.37,99.33,20.33,19,22,1,0,0,0,0,0,0
51.77,75.33,16.33,8,47,1,0,0,0,1,0,0
83.77,25,29.67,17,146,1,1,0,0,1,0,0
21.44,23,4.67,15,117,1,1,0,0,1,0,0
56.83,3.33,0,17,85,1,0,0,0,1,0,0
75.91,4.67,0.33,11,3,1,0,0,0,1,0,0
17.82,1.33,0,8,34,1,0,1,0,1,0,0
71.6,57,23,10,66,1,0,0,0,1,0,0
57.52,8.67,2,9,7,1,0,0,0,1,0,0
53.99,43,80.67,9,250,1,1,0,0,1,0,0
62.62,159.67,90.33,9,270,1,1,0,0,1,0,0
10.89,5.67,11.33,20,200,1,0,0,0,1,0,0
29.99,11,13.33,22,206,1,0,0,0,1,0,0
30.27,10.33,4,16,115,1,1,0,1,1,0,0
50.34,21.33,9,10,46,1,1,1,0,1,0,0
70.24,51,2.33,29,201,1,1,0,1,1,0,0
96.78,80.67,30.67,23,196,1,1,0,0,1,0,0
54.96,0,0,25,169,1,1,0,0,1,0,0
107.73,5.33,5.67,23,108,1,1,0,0,1,0,0
12,19.67,2.33,34,316,1,1,0,0,1,0,0
27.99,9.67,6,13,92,1,1,0,0,1,0,0
63.4,30.33,4.33,12,38,1,0,0,0,1,0,0
109.66,37.67,46.67,22,220,1,0,0,0,1,0,0
49.2,25.67,8.33,27,118,1,0,0,0,0,0,0
35.19,53,42,9,49,1,0,0,0,0,0,0
35.51,3.67,0,7,3,1,0,0,0,1,0,0
80.29,16,13,35,284,1,1,0,0,1,0,0
11.73,1.67,0.33,13,92,1,1,0,0,1,0,0
30.26,4.33,1.33,8,23,1,1,0,0,1,0,0
72.21,31.33,9.67,20,127,1,0,0,0,1,0,0
74.45,22.67,1,14,36,1,0,0,0,1,0,0
53.55,45.67,3.67,12,46,1,0,0,0,1,0,0
31.54,2.33,1.33,29,239,1,0,0,1,1,0,0
73.3,48.67,30.33,13,13,1,0,0,0,0,0,0
134.49,57,36.33,31,254,1,1,0,1,1,0,0
76.85,103.33,138,20,409,1,0,0,0,0,0,0
93.74,17.33,4.67,26,150,1,1,0,0,1,0,0
42.19,14.67,5.67,25,96,1,1,0,0,0,0,0
41.19,28.33,17.33,35,339,1,1,0,0,1,0,0
105.61,65,9.33,36,152,1,0,0,0,0,0,0
47.84,21,3.33,11,40,1,0,0,1,1,0,0
85.05,52.33,8,25,56,1,0,0,0,0,0,0
132.5,51.33,15,13,4,1,0,0,0,1,0,0
