EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,Label
100954,121.069,34.667,94.134,25.303,-999.0,-999.0,-999.0,2.96,25.303,s
100955,86.126,71.842,81.037,7.068,-999.0,-999.0,-999.0,2.58,7.068,b
100956,132.413,81.652,109.106,58.531,-999.0,-999.0,-999.0,2.445,3.386,s
100957,91.683,33.944,66.985,26.781,-999.0,-999.0,-999.0,2.629,26.781,b
100958,142.614,46.265,103.926,10.94,4.932,619.156,-5.921,3.577,30.987,s
100959,127.622,75.597,84.084,84.948,-999.0,-999.0,-999.0,2.643,1.078,s
100960,111.446,76.856,93.987,153.354,2.746,385.218,-1.532,1.503,104.119,b
100961,78.161,0.044,50.841,71.367,1.754,247.396,0.746,1.98,35.636,b
100962,82.83,51.781,55.357,71.57,-999.0,-999.0,-999.0,2.271,16.184,b
100963,106.243,3.635,75.175,33.558,-999.0,-999.0,-999.0,2.622,6.303,b
100964,206.264,49.642,144.578,56.844,-999.0,-999.0,-999.0,3.499,43.819,b
100965,102.129,17.224,72.436,18.452,-999.0,-999.0,-999.0,2.773,39.051,b
100966,142.3,39.302,79.898,113.528,-999.0,-999.0,-999.0,2.236,27.998,s
100967,170.267,72.088,118.766,73.839,-999.0,-999.0,-999.0,2.735,0.856,b
100968,-999.0,94.846,119.369,2.857,-999.0,-999.0,-999.0,2.832,2.857,b
100969,114.302,37.268,87.481,69.66,-999.0,-999.0,-999.0,2.73,27.357,s
100970,126.114,51.917,89.388,24.878,-999.0,-999.0,-999.0,3.211,24.878,s
100971,94.725,10.867,70.246,184.129,2.423,287.473,-1.191,0.967,21.635,b
100972,108.616,52.094,80.698,43.369,-999.0,-999.0,-999.0,2.31,29.612,s
100973,140.795,67.887,109.403,80.536,-999.0,-999.0,-999.0,2.1,11.365,b
100974,117.725,72.538,55.485,76.251,-999.0,-999.0,-999.0,2.158,18.243,b
100975,136.426,64.785,94.087,40.346,-999.0,-999.0,-999.0,2.732,35.558,b
100976,89.955,56.215,72.602,2.793,-999.0,-999.0,-999.0,2.777,2.793,b
100977,452.185,88.886,281.437,4.817,-999.0,-999.0,-999.0,4.545,4.817,b
100978,90.253,15.932,66.861,5.542,-999.0,-999.0,-999.0,3.057,5.542,s
100979,200.428,26.387,130.344,2.099,-999.0,-999.0,-999.0,4.479,2.099,b
100980,110.355,33.649,81.292,77.442,-999.0,-999.0,-999.0,2.314,20.618,s
100981,116.809,90.103,83.44,24.97,-999.0,-999.0,-999.0,2.787,24.97,b
100982,108.649,51.412,76.51,29.606,0.027,69.862,4.341,3.03,3.653,b
100983,89.875,25.333,64.718,23.438,-999.0,-999.0,-999.0,3.166,23.438,b
100984,163.959,15.818,123.572,89.051,0.252,94.203,1.867,2.923,40.802,b
100985,-999.0,89.426,75.853,0.466,-999.0,-999.0,-999.0,1.927,0.466,b
100986,89.135,52.155,59.319,8.659,-999.0,-999.0,-999.0,3.086,26.268,b
100987,116.527,40.484,77.768,46.292,-999.0,-999.0,-999.0,2.617,29.43,s
100988,-999.0,76.654,62.361,1.32,-999.0,-999.0,-999.0,2.228,1.32,b
100989,183.685,22.836,123.897,13.357,2.006,117.997,-0.979,3.091,24.563,b
100990,93.53,56.388,71.476,104.973,-999.0,-999.0,-999.0,1.466,64.928,b
100991,90.176,43.43,63.197,52.613,-999.0,-999.0,-999.0,2.199,3.789,b
100992,120.443,69.395,62.009,44.774,-999.0,-999.0,-999.0,3.017,13.2,s
100993,-999.0,100.409,45.72,1.982,-999.0,-999.0,-999.0,1.433,1.982,s
100994,120.088,48.331,70.99,48.66,-999.0,-999.0,-999.0,2.958,5.778,s
100995,138.306,1.453,93.058,1.597,-999.0,-999.0,-999.0,3.235,1.597,s
100996,71.303,31.438,55.612,2.11,-999.0,-999.0,-999.0,2.719,2.11,b
100997,-999.0,77.947,87.548,1.396,-999.0,-999.0,-999.0,2.464,1.396,b
100998,188.996,114.478,93.671,10.506,-999.0,-999.0,-999.0,3.144,34.687,b
100999,-999.0,74.462,76.261,3.949,-999.0,-999.0,-999.0,2.562,3.949,b
101000,213.398,83.423,122.297,2.217,-999.0,-999.0,-999.0,3.648,2.217,b
101001,74.239,31.364,56.832,50.391,-999.0,-999.0,-999.0,1.8,1.745,b
101002,56.977,44.013,43.921,57.708,-999.0,-999.0,-999.0,1.402,26.208,b
101003,140.563,9.658,95.006,6.068,-999.0,-999.0,-999.0,3.06,6.068,s
101004,125.036,3.0,74.697,134.903,6.535,1991.475,-10.537,1.472,1.253,s
101005,114.544,76.164,87.551,2.767,-999.0,-999.0,-999.0,2.803,2.767,s
101006,162.245,67.129,101.001,7.585,-999.0,-999.0,-999.0,3.12,7.585,s
101007,96.638,1.744,69.451,21.039,-999.0,-999.0,-999.0,2.972,21.039,s
101008,133.338,3.158,94.728,30.517,-999.0,-999.0,-999.0,3.156,0.454,s
101009,110.109,14.032,79.324,10.873,-999.0,-999.0,-999.0,2.816,24.189,b
101010,79.805,20.372,56.026,27.737,-999.0,-999.0,-999.0,2.423,27.737,s
101011,-999.0,118.741,32.194,67.279,2.519,222.158,-1.213,0.811,2.128,b
101012,124.281,29.384,67.745,161.597,0.199,63.741,1.834,1.514,0.419,s
101013,235.118,67.448,165.654,21.366,-999.0,-999.0,-999.0,3.309,21.366,b
101014,88.479,72.032,68.294,27.605,-999.0,-999.0,-999.0,2.301,5.356,b
101015,119.497,42.964,71.045,181.279,-999.0,-999.0,-999.0,1.347,24.206,s
101016,87.246,3.91,47.039,108.147,2.314,217.684,5.072,1.624,23.039,b
101017,-999.0,92.361,225.652,55.062,-999.0,-999.0,-999.0,3.95,5.074,b
101018,99.107,36.847,59.022,106.483,-999.0,-999.0,-999.0,1.684,23.061,s
101019,117.46,41.458,77.129,52.851,-999.0,-999.0,-999.0,2.905,52.851,b
101020,140.715,94.686,96.55,36.495,-999.0,-999.0,-999.0,3.358,36.495,b
101021,114.12,12.806,41.519,300.038,0.765,443.987,2.351,1.348,46.698,s
101022,87.8,68.403,73.925,7.807,-999.0,-999.0,-999.0,2.296,7.807,b
101023,-999.0,97.597,66.538,9.11,-999.0,-999.0,-999.0,1.7,9.11,s
101024,111.177,7.716,64.395,92.677,3.958,347.574,-0.923,2.224,0.57,s
101025,115.625,13.075,80.618,149.1,4.202,894.491,-3.83,1.431,0.473,s
101026,82.581,43.296,56.526,23.733,-999.0,-999.0,-999.0,2.723,40.69,b
101027,-999.0,99.642,93.018,27.752,-999.0,-999.0,-999.0,2.711,27.752,b
101028,135.371,82.958,71.424,5.423,-999.0,-999.0,-999.0,3.091,5.423,b
101029,120.723,28.616,92.732,3.861,-999.0,-999.0,-999.0,3.126,3.861,s
101030,86.718,31.686,60.844,70.038,1.789,366.082,-0.57,1.811,122.784,b
101031,136.038,17.991,96.43,2.7,-999.0,-999.0,-999.0,3.638,2.7,s
101032,37.878,54.453,31.828,23.436,-999.0,-999.0,-999.0,1.312,23.436,b
101033,105.542,55.783,76.861,19.14,-999.0,-999.0,-999.0,2.819,19.14,s
101034,143.216,40.122,101.203,404.087,-999.0,-999.0,-999.0,0.786,37.214,s
101035,83.074,61.938,60.477,25.357,-999.0,-999.0,-999.0,3.092,25.357,b
101036,167.872,15.259,97.232,24.908,-999.0,-999.0,-999.0,2.77,24.908,s
101037,110.093,6.305,78.947,71.367,-999.0,-999.0,-999.0,2.26,1.58,b
101038,155.591,77.629,121.079,34.814,-999.0,-999.0,-999.0,3.044,2.515,b
101039,103.335,66.827,57.285,31.606,-999.0,-999.0,-999.0,2.625,3.991,b
101040,87.332,4.406,52.484,130.392,2.663,200.875,2.661,1.206,6.751,b
101041,100.139,41.605,76.328,6.344,-999.0,-999.0,-999.0,2.549,6.344,b
101042,123.864,24.487,90.564,43.876,-999.0,-999.0,-999.0,2.748,1.528,s
101043,191.181,101.568,91.702,52.739,-999.0,-999.0,-999.0,2.863,28.274,s
101044,-999.0,90.731,94.117,3.049,-999.0,-999.0,-999.0,2.604,3.049,b
101045,163.486,6.479,101.129,45.958,2.273,330.92,-1.107,2.805,0.341,s
101046,32.383,110.597,29.815,54.773,-999.0,-999.0,-999.0,0.843,43.634,b
101047,-999.0,119.097,107.054,2.783,-999.0,-999.0,-999.0,3.271,2.783,b
101048,83.13,2.935,58.054,42.291,-999.0,-999.0,-999.0,2.055,19.659,b
101049,109.898,56.861,40.98,168.464,0.895,77.413,2.003,1.382,3.605,s
101050,150.674,6.494,87.692,70.216,-999.0,-999.0,-999.0,2.376,26.479,s
101051,133.754,64.331,108.171,53.715,4.114,355.534,-4.231,2.098,24.835,b
101052,80.793,1.519,57.847,29.682,-999.0,-999.0,-999.0,2.431,29.682,s
101053,203.065,141.508,91.583,55.75,-999.0,-999.0,-999.0,3.287,24.816,b
101054,114.119,9.541,85.336,33.073,-999.0,-999.0,-999.0,2.673,1.1,b
101055,92.3,62.445,65.847,50.222,-999.0,-999.0,-999.0,3.1,22.176,s
101056,115.713,12.499,83.157,5.939,-999.0,-999.0,-999.0,2.942,5.939,s
101057,93.269,50.859,60.712,100.887,-999.0,-999.0,-999.0,1.704,21.898,s
101058,98.848,1.496,72.11,67.963,3.577,303.664,-3.17,1.776,2.536,b
101059,-999.0,79.702,30.367,8.16,-999.0,-999.0,-999.0,0.983,8.16,b
101060,-999.0,85.489,46.317,19.398,-999.0,-999.0,-999.0,1.83,19.398,b
101061,137.34,22.517,79.562,57.99,6.8,934.997,-11.174,3.233,3.662,s
101062,94.449,24.278,66.2,3.05,-999.0,-999.0,-999.0,2.713,3.05,s
101063,-999.0,74.443,16.564,36.302,-999.0,-999.0,-999.0,0.558,7.857,b
101064,93.525,5.073,65.017,48.893,-999.0,-999.0,-999.0,2.105,0.668,b
101065,129.026,5.948,85.734,20.914,3.066,347.204,-2.349,2.889,2.759,s
101066,-999.0,86.378,38.105,6.731,-999.0,-999.0,-999.0,1.281,6.731,b
101067,123.108,69.011,85.477,20.012,-999.0,-999.0,-999.0,3.334,20.012,s
101068,108.049,57.373,78.813,33.299,2.531,156.061,0.958,2.666,32.52,b
101069,-999.0,80.842,75.484,33.876,-999.0,-999.0,-999.0,2.639,3.19,b
101070,84.094,83.811,66.802,4.683,3.544,203.761,1.185,2.358,0.773,b
101071,124.066,24.743,77.533,24.003,-999.0,-999.0,-999.0,2.373,24.003,s
101072,110.597,47.592,81.651,36.229,-999.0,-999.0,-999.0,3.033,36.229,s
101073,74.533,35.402,60.345,16.553,-999.0,-999.0,-999.0,2.393,16.553,b
101074,112.924,88.138,84.561,1.36,-999.0,-999.0,-999.0,2.67,1.36,b
101075,86.2,5.727,65.223,24.101,-999.0,-999.0,-999.0,2.69,24.101,s
101076,132.451,65.808,108.189,2.544,-999.0,-999.0,-999.0,2.73,2.544,b
101077,111.153,49.158,76.904,22.933,-999.0,-999.0,-999.0,2.876,23.428,b
101078,135.604,3.314,95.188,13.694,1.175,88.662,-0.033,3.905,7.251,s
101079,-999.0,62.939,36.304,27.104,-999.0,-999.0,-999.0,1.365,27.104,b
101080,250.166,80.9,203.036,28.703,-999.0,-999.0,-999.0,2.725,28.703,b
101081,-999.0,98.032,132.136,23.384,-999.0,-999.0,-999.0,3.475,23.384,b
101082,90.434,59.774,65.433,26.577,-999.0,-999.0,-999.0,3.05,4.656,b
101083,122.297,83.423,69.193,1.68,-999.0,-999.0,-999.0,2.824,1.68,b
101084,98.614,62.395,71.201,3.729,-999.0,-999.0,-999.0,2.845,3.729,s
101085,113.653,67.717,67.247,56.931,2.619,358.75,-0.131,2.791,1.931,b
101086,84.127,45.662,69.191,2.013,-999.0,-999.0,-999.0,2.541,2.013,b
101087,-999.0,109.594,94.533,7.341,-999.0,-999.0,-999.0,2.538,7.341,b
101088,109.855,58.171,77.904,69.22,-999.0,-999.0,-999.0,1.93,8.939,s
101089,79.823,0.647,58.651,42.09,-999.0,-999.0,-999.0,2.127,5.846,b
101090,-999.0,81.378,223.359,3.238,-999.0,-999.0,-999.0,4.381,3.238,b
101091,101.535,37.294,70.359,6.467,-999.0,-999.0,-999.0,3.034,6.467,s
101092,112.031,44.64,74.868,1.154,-999.0,-999.0,-999.0,3.385,1.154,b
101093,-999.0,79.225,69.228,19.446,-999.0,-999.0,-999.0,2.165,19.446,b
101094,-999.0,106.57,52.992,2.934,-999.0,-999.0,-999.0,1.637,2.934,b
101095,169.765,108.997,126.153,2.55,-999.0,-999.0,-999.0,2.896,2.55,b
101096,145.333,8.12,102.973,35.986,-999.0,-999.0,-999.0,2.614,30.756,s
101097,54.196,75.637,42.723,77.662,-999.0,-999.0,-999.0,1.053,3.367,b
101098,101.903,37.511,78.335,32.925,-999.0,-999.0,-999.0,2.347,27.028,b
101099,123.845,66.992,82.598,9.802,-999.0,-999.0,-999.0,3.103,9.802,s
101100,124.183,85.275,57.606,55.666,-999.0,-999.0,-999.0,2.804,18.116,b
101101,127.411,32.571,91.797,78.379,-999.0,-999.0,-999.0,2.165,2.777,s
101102,110.112,43.351,59.389,211.773,0.165,95.545,-0.005,1.112,44.049,s
101103,104.514,75.413,80.048,30.786,0.274,94.551,0.389,2.424,7.756,b
101104,77.075,5.665,47.275,162.076,0.591,123.728,0.167,0.965,45.336,b
101105,135.855,21.281,83.472,1.442,-999.0,-999.0,-999.0,2.796,1.442,s
101106,130.878,65.915,59.313,160.402,4.71,830.311,-5.078,1.572,5.448,s
101107,110.729,48.782,84.402,102.515,2.346,410.782,0.136,1.659,0.934,b
101108,103.837,38.709,62.005,60.401,-999.0,-999.0,-999.0,2.387,2.838,s
101109,-999.0,82.584,51.64,17.911,-999.0,-999.0,-999.0,2.139,17.911,b
101110,139.09,56.916,90.06,20.671,-999.0,-999.0,-999.0,3.063,20.671,b
101111,114.431,27.387,87.461,34.325,-999.0,-999.0,-999.0,2.45,17.53,b
101112,123.831,1.683,78.149,82.149,-999.0,-999.0,-999.0,2.38,7.022,s
101113,99.373,17.807,51.018,244.508,-999.0,-999.0,-999.0,1.236,25.639,s
101114,-999.0,126.343,41.055,40.7,-999.0,-999.0,-999.0,0.861,12.267,b
101115,122.31,66.031,76.721,2.959,-999.0,-999.0,-999.0,3.138,2.959,b
101116,134.363,5.967,61.859,102.014,-999.0,-999.0,-999.0,2.076,24.048,s
101117,76.362,56.865,66.145,52.304,-999.0,-999.0,-999.0,2.023,25.214,b
101118,91.948,8.177,67.813,9.692,-999.0,-999.0,-999.0,2.981,9.692,s
101119,116.685,27.348,78.389,33.856,-999.0,-999.0,-999.0,3.076,40.291,s
101120,77.989,60.368,61.539,4.314,-999.0,-999.0,-999.0,3.162,4.314,b
101121,-999.0,81.891,52.815,2.305,-999.0,-999.0,-999.0,1.791,2.305,b
101122,75.411,3.099,45.336,83.901,5.584,683.438,-7.454,1.65,2.732,b
101123,149.341,4.696,86.037,225.638,-999.0,-999.0,-999.0,1.159,29.171,b
101124,93.421,38.343,67.075,35.124,-999.0,-999.0,-999.0,2.947,4.985,b
101125,163.931,27.1,96.379,122.534,2.159,161.43,2.259,2.907,27.806,b
101126,107.82,9.63,77.651,42.101,-999.0,-999.0,-999.0,3.142,1.022,b
101127,97.515,32.126,67.642,25.585,-999.0,-999.0,-999.0,2.643,21.625,b
101128,67.477,79.061,58.136,1.242,-999.0,-999.0,-999.0,2.308,1.242,b
101129,93.977,1.781,66.504,24.687,-999.0,-999.0,-999.0,2.762,24.687,s
101130,-999.0,121.852,135.457,1.77,-999.0,-999.0,-999.0,2.404,1.77,b
101131,101.275,1.03,65.463,98.282,5.214,1974.094,-6.119,1.78,24.945,s
101132,115.896,70.173,88.28,3.553,-999.0,-999.0,-999.0,2.739,3.553,b
101133,121.997,5.045,53.416,281.221,4.813,1285.103,-4.809,0.891,31.116,s
101134,-999.0,96.065,82.449,2.446,-999.0,-999.0,-999.0,1.893,2.446,b
101135,-999.0,110.859,48.638,33.355,-999.0,-999.0,-999.0,1.215,1.726,b
101136,114.48,31.334,85.273,37.552,-999.0,-999.0,-999.0,2.211,0.139,b
101137,137.799,31.612,90.092,24.873,-999.0,-999.0,-999.0,3.1,24.873,s
101138,112.907,46.513,77.893,5.353,-999.0,-999.0,-999.0,3.268,5.353,b
101139,110.171,15.939,79.521,3.247,-999.0,-999.0,-999.0,3.054,3.247,b
101140,117.689,2.258,53.462,174.875,4.111,853.531,-4.178,1.448,25.542,s
101141,105.818,39.953,80.861,30.159,-999.0,-999.0,-999.0,3.251,30.159,b
101142,59.014,77.899,51.984,48.347,-999.0,-999.0,-999.0,1.458,0.428,b
101143,129.085,4.524,85.395,34.038,-999.0,-999.0,-999.0,2.739,34.038,s
101144,85.015,33.025,54.983,35.467,-999.0,-999.0,-999.0,2.511,35.467,s
101145,135.445,9.105,107.749,356.658,1.024,274.98,-0.177,0.794,54.929,s
101146,124.113,25.137,72.925,179.63,1.194,86.165,0.841,1.37,64.866,s
101147,125.636,92.087,84.668,93.067,3.135,288.941,-1.205,1.877,5.195,b
101148,105.474,43.217,75.749,22.046,5.116,894.288,-6.467,3.008,0.206,s
101149,36.732,60.35,31.122,29.259,-999.0,-999.0,-999.0,1.098,29.259,b
101150,82.912,74.443,68.746,4.381,-999.0,-999.0,-999.0,2.494,4.381,b
101151,130.904,81.87,96.884,101.369,1.642,90.319,4.287,1.867,33.68,s
101152,109.957,10.575,83.685,80.967,-999.0,-999.0,-999.0,2.2,32.025,b
101153,115.766,65.192,90.087,87.078,4.045,397.988,-4.07,2.049,21.371,s
101154,-999.0,76.405,57.922,1.787,-999.0,-999.0,-999.0,2.339,1.787,b
101155,137.915,15.15,103.783,53.522,-999.0,-999.0,-999.0,2.452,6.529,s
101156,121.559,35.971,82.273,1.608,-999.0,-999.0,-999.0,3.345,1.608,b
101157,255.413,155.67,135.554,63.309,-999.0,-999.0,-999.0,3.051,5.9,b
101158,129.113,50.48,50.43,197.759,4.282,600.967,-4.469,1.451,31.114,s
101159,181.918,31.255,123.945,1.28,-999.0,-999.0,-999.0,3.503,1.28,s
101160,111.075,66.395,79.722,2.545,-999.0,-999.0,-999.0,2.904,2.545,b
101161,-999.0,76.72,21.791,7.894,-999.0,-999.0,-999.0,0.698,7.894,b
101162,197.291,56.135,146.73,98.823,0.468,138.5,1.67,3.385,83.928,b
101163,102.093,34.579,77.078,36.064,-999.0,-999.0,-999.0,2.057,36.064,b
101164,91.303,2.248,59.286,83.584,1.336,81.935,1.153,1.823,1.804,b
101165,101.166,48.133,76.939,36.077,-999.0,-999.0,-999.0,2.495,36.077,s
101166,165.918,101.716,91.94,0.529,-999.0,-999.0,-999.0,3.036,0.529,b
101167,-999.0,136.384,77.218,1.706,-999.0,-999.0,-999.0,2.092,1.706,b
101168,92.495,23.767,52.309,56.781,0.936,123.503,-0.107,2.931,1.226,b
101169,288.271,66.615,218.645,1.8,-999.0,-999.0,-999.0,3.848,1.8,b
101170,132.911,31.154,61.868,149.062,2.144,185.446,3.087,1.941,4.392,s
101171,-999.0,76.559,57.705,0.076,-999.0,-999.0,-999.0,2.184,0.076,b
101172,99.644,12.739,72.875,160.478,4.33,607.96,-3.453,1.061,74.152,b
101173,95.813,84.352,80.508,26.459,-999.0,-999.0,-999.0,2.799,26.459,b
101174,141.902,71.765,100.379,3.02,-999.0,-999.0,-999.0,3.249,3.02,b
101175,85.747,105.861,72.686,38.433,2.006,154.245,1.807,1.882,4.97,b
101176,103.179,15.057,72.892,28.129,-999.0,-999.0,-999.0,3.205,28.129,s
101177,117.947,21.131,87.621,35.755,-999.0,-999.0,-999.0,3.12,0.853,b
101178,112.654,23.476,80.866,49.91,-999.0,-999.0,-999.0,2.997,5.535,s
101179,116.302,64.431,96.152,54.753,-999.0,-999.0,-999.0,2.551,16.07,b
101180,158.876,14.646,129.663,110.239,-999.0,-999.0,-999.0,3.367,14.728,b
101181,85.659,41.156,54.07,4.083,-999.0,-999.0,-999.0,3.18,4.083,b
101182,89.393,16.708,34.334,199.54,0.246,51.081,0.102,1.252,24.181,b
101183,89.883,29.52,56.704,104.292,-999.0,-999.0,-999.0,1.651,45.862,s
101184,-999.0,74.843,59.917,4.396,-999.0,-999.0,-999.0,1.94,4.396,b
101185,138.075,13.551,85.123,67.255,-999.0,-999.0,-999.0,2.902,1.254,s
101186,72.509,60.206,49.329,36.055,-999.0,-999.0,-999.0,2.818,0.386,b
101187,83.675,24.57,64.668,28.749,-999.0,-999.0,-999.0,2.479,28.749,b
101188,18.062,61.5,14.992,54.308,-999.0,-999.0,-999.0,0.501,20.716,b
101189,128.811,11.882,99.731,92.06,2.732,169.591,-0.048,1.698,1.712,s
101190,81.188,13.435,33.521,189.04,-999.0,-999.0,-999.0,0.946,23.532,b
101191,99.09,33.647,69.977,15.391,1.781,146.03,0.64,2.565,44.265,b
101192,127.516,24.817,92.963,78.973,-999.0,-999.0,-999.0,2.404,26.198,s
101193,115.387,44.46,86.767,0.131,-999.0,-999.0,-999.0,3.033,0.131,s
101194,108.264,80.954,84.329,32.468,2.379,285.058,-0.343,3.148,2.929,s
101195,123.548,31.796,80.426,43.587,-999.0,-999.0,-999.0,2.911,43.587,s
101196,-999.0,83.596,42.332,2.634,-999.0,-999.0,-999.0,1.511,2.634,b
101197,104.552,0.63,48.902,175.461,0.324,43.089,2.135,1.233,80.97,b
101198,135.123,28.001,100.501,43.396,1.208,138.247,6.51,2.761,17.964,s
101199,336.259,26.816,256.03,58.616,-999.0,-999.0,-999.0,3.411,25.05,b
101200,67.025,44.486,51.805,3.206,-999.0,-999.0,-999.0,2.513,3.206,b
101201,83.197,2.801,54.838,71.009,-999.0,-999.0,-999.0,1.692,2.577,s
101202,78.364,1.978,58.007,28.6,-999.0,-999.0,-999.0,3.176,28.6,b
101203,113.991,26.054,81.79,28.601,-999.0,-999.0,-999.0,2.487,28.601,b
101204,107.737,43.414,46.655,179.314,-999.0,-999.0,-999.0,1.327,34.062,b
101205,76.263,30.113,61.291,5.051,-999.0,-999.0,-999.0,2.526,5.051,b
101206,-999.0,75.877,54.787,0.072,-999.0,-999.0,-999.0,1.926,0.072,b
101207,59.654,79.347,51.304,30.321,-999.0,-999.0,-999.0,1.638,30.321,b
101208,108.316,25.779,75.403,23.536,-999.0,-999.0,-999.0,3.01,23.536,s
101209,92.826,17.739,72.608,3.475,-999.0,-999.0,-999.0,3.549,3.475,b
101210,101.6,8.898,65.001,41.106,-999.0,-999.0,-999.0,2.402,3.499,b
101211,178.02,0.901,111.583,24.116,-999.0,-999.0,-999.0,3.233,24.116,s
101212,74.027,54.961,65.8,0.914,-999.0,-999.0,-999.0,2.345,0.914,b
101213,-999.0,64.334,118.544,1.744,-999.0,-999.0,-999.0,3.352,1.744,b
101214,152.937,104.001,106.902,24.121,-999.0,-999.0,-999.0,2.96,24.121,b
101215,76.735,27.027,54.229,27.406,-999.0,-999.0,-999.0,2.707,27.406,b
101216,108.631,57.545,64.274,53.288,-999.0,-999.0,-999.0,2.451,18.798,b
101217,90.595,5.862,49.122,215.088,3.304,561.371,-2.64,0.876,17.899,b
101218,92.843,47.347,68.579,9.037,-999.0,-999.0,-999.0,3.037,9.037,b
101219,80.771,66.748,62.876,34.346,-999.0,-999.0,-999.0,2.838,2.81,b
101220,258.274,26.419,180.313,2.403,-999.0,-999.0,-999.0,4.391,2.403,b
101221,271.46,110.539,202.385,80.668,2.708,241.393,-0.834,2.698,68.909,b
101222,124.236,49.447,64.468,146.493,2.986,373.569,-1.587,1.678,2.637,s
101223,115.29,20.39,61.37,234.378,-999.0,-999.0,-999.0,1.246,7.14,s
101224,95.074,48.112,88.974,0.539,-999.0,-999.0,-999.0,2.841,0.539,b
101225,110.434,2.773,75.198,62.924,-999.0,-999.0,-999.0,1.974,1.77,s
101226,-999.0,82.324,132.041,2.154,-999.0,-999.0,-999.0,3.217,2.154,b
101227,73.516,45.901,59.628,0.622,-999.0,-999.0,-999.0,2.59,0.622,b
101228,342.237,32.943,285.724,334.489,2.567,604.833,-1.056,3.062,28.498,b
101229,125.356,69.36,107.464,184.382,0.82,83.972,-0.16,1.286,2.956,b
101230,114.541,74.394,63.212,221.396,4.181,869.061,-4.245,1.011,35.547,s
101231,93.136,54.39,72.012,20.354,-999.0,-999.0,-999.0,2.483,20.354,b
101232,80.538,33.298,44.776,139.147,1.46,183.101,-0.07,1.313,8.134,b
101233,212.754,78.736,108.469,36.81,-999.0,-999.0,-999.0,3.498,36.81,b
101234,124.034,64.104,93.599,48.221,-999.0,-999.0,-999.0,3.371,29.263,b
101235,90.899,19.028,49.504,269.921,0.447,334.033,1.122,0.904,2.578,b
101236,84.958,74.971,69.678,2.112,-999.0,-999.0,-999.0,2.494,2.112,b
101237,-999.0,82.59,50.246,1.505,-999.0,-999.0,-999.0,1.892,1.505,b
101238,-999.0,63.912,41.284,70.399,-999.0,-999.0,-999.0,1.309,27.972,b
101239,109.63,53.38,73.519,52.251,2.506,152.457,2.207,2.695,43.144,b
101240,-999.0,76.625,55.388,1.185,-999.0,-999.0,-999.0,1.817,1.185,b
101241,-999.0,111.223,224.081,2.439,-999.0,-999.0,-999.0,3.589,2.439,b
101242,232.128,48.906,143.577,24.812,-999.0,-999.0,-999.0,3.415,24.812,b
101243,143.823,21.402,101.933,96.876,2.969,227.58,-1.524,2.013,2.644,s
101244,135.09,86.675,74.469,41.109,-999.0,-999.0,-999.0,2.497,6.21,b
101245,128.409,43.858,100.579,74.986,2.975,176.379,-0.486,1.826,30.278,s
101246,143.56,4.035,107.393,48.264,-999.0,-999.0,-999.0,2.454,0.862,s
101247,97.862,94.116,79.945,19.037,-999.0,-999.0,-999.0,2.451,19.037,b
101248,89.145,23.328,62.939,1.272,-999.0,-999.0,-999.0,3.062,1.272,s
101249,84.346,59.948,59.068,28.055,-999.0,-999.0,-999.0,3.121,28.055,b
101250,243.7,34.563,163.917,85.462,2.396,131.51,-0.473,2.831,21.945,b
101251,126.191,34.864,92.915,73.285,-999.0,-999.0,-999.0,2.033,50.602,b
101252,102.901,8.326,44.405,124.742,2.135,440.826,0.129,2.117,51.748,b
101253,39.0,66.036,33.54,30.188,-999.0,-999.0,-999.0,1.184,44.592,b
101254,232.241,72.936,149.904,0.803,-999.0,-999.0,-999.0,3.503,0.803,b
101255,130.294,19.37,94.929,149.092,0.563,118.903,0.104,1.483,115.455,b
101256,95.195,64.582,71.161,6.214,-999.0,-999.0,-999.0,2.846,6.214,b
101257,100.287,1.503,64.431,46.606,-999.0,-999.0,-999.0,2.33,46.606,b
101258,97.314,27.946,55.208,87.915,-999.0,-999.0,-999.0,2.254,13.161,s
101259,-999.0,86.804,56.967,23.715,-999.0,-999.0,-999.0,1.808,23.715,b
101260,250.591,17.491,176.004,64.884,-999.0,-999.0,-999.0,2.799,2.7,b
101261,78.109,23.36,42.006,117.649,-999.0,-999.0,-999.0,1.507,7.282,b
101262,119.708,10.756,82.386,70.154,5.155,468.075,-6.64,2.278,7.562,s
101263,197.394,29.853,147.095,34.55,-999.0,-999.0,-999.0,3.625,20.41,b
101264,98.675,5.009,70.426,161.279,0.57,70.128,1.027,1.379,49.915,s
101265,105.489,10.109,68.975,108.993,2.387,458.953,-0.89,1.556,47.441,b
101266,103.54,28.641,75.138,2.915,-999.0,-999.0,-999.0,2.625,2.915,b
101267,117.293,39.697,86.293,54.783,-999.0,-999.0,-999.0,2.435,0.879,s
101268,94.478,2.444,37.019,238.829,0.495,67.923,1.927,0.817,39.428,b
101269,-999.0,71.827,42.19,24.885,-999.0,-999.0,-999.0,1.468,24.885,b
101270,148.857,13.719,107.185,12.727,-999.0,-999.0,-999.0,2.917,24.12,s
101271,84.003,8.623,60.714,50.972,2.141,132.214,-1.143,1.886,2.916,b
